version 2
instanceKlass org/springframework/boot/autoconfigure/condition/OnBeanCondition$Spec
instanceKlass com/fasterxml/jackson/databind/cfg/MapperConfig
instanceKlass org/springframework/boot/autoconfigure/condition/SpringBootCondition
instanceKlass org/springframework/context/annotation/ConfigurationCondition
instanceKlass com/fasterxml/jackson/databind/introspect/SimpleMixInResolver
instanceKlass com/fasterxml/jackson/databind/introspect/ClassIntrospector$MixInResolver
instanceKlass org/springframework/boot/autoconfigure/AutoConfigurationImportFilter
instanceKlass org/springframework/boot/context/properties/EnableConfigurationPropertiesRegistrar
instanceKlass com/fasterxml/jackson/databind/util/RootNameLookup
instanceKlass  @bci java/util/function/Predicate or (Ljava/util/function/Predicate;)Ljava/util/function/Predicate; 7 <appendix> member <vmtarget> ; # java/util/function/Predicate$$Lambda+0x000000003016cca8
instanceKlass com/fasterxml/jackson/core/StreamReadConstraints
instanceKlass  @bci org/springframework/boot/autoconfigure/AutoConfigurationImportSelector getExclusionFilter ()Ljava/util/function/Predicate; 1 <appendix> member <vmtarget> ; # org/springframework/boot/autoconfigure/AutoConfigurationImportSelector$$Lambda+0x000000003025cc20
instanceKlass org/springframework/boot/autoconfigure/AutoConfigurationImportSelector$AutoConfigurationEntry
instanceKlass com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer$TableInfo
instanceKlass com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer
instanceKlass com/medicore/common/security/JwtProperties
instanceKlass com/fasterxml/jackson/core/sym/CharsToNameCanonicalizer$Bucket
instanceKlass org/springframework/boot/context/properties/EnableConfigurationProperties
instanceKlass com/fasterxml/jackson/core/sym/CharsToNameCanonicalizer$TableInfo
instanceKlass com/fasterxml/jackson/core/sym/CharsToNameCanonicalizer
instanceKlass com/fasterxml/jackson/core/io/CharTypes
instanceKlass com/fasterxml/jackson/core/io/JsonStringEncoder
instanceKlass com/fasterxml/jackson/core/io/SerializedString
instanceKlass com/fasterxml/jackson/core/util/DefaultPrettyPrinter
instanceKlass com/fasterxml/jackson/core/util/Instantiatable
instanceKlass com/fasterxml/jackson/core/util/JacksonFeature
instanceKlass com/fasterxml/jackson/core/async/ByteArrayFeeder
instanceKlass org/springframework/security/config/annotation/method/configuration/PrePostMethodSecurityConfiguration
instanceKlass com/fasterxml/jackson/core/async/ByteBufferFeeder
instanceKlass com/fasterxml/jackson/core/async/NonBlockingInputFeeder
instanceKlass  @bci org/springframework/core/annotation/SynthesizedMergedAnnotationInvocationHandler lambda$getAttributeValue$1 (Ljava/lang/reflect/Method;Ljava/lang/String;)Ljava/lang/Object; 21 <appendix> member <vmtarget> ; # org/springframework/core/annotation/SynthesizedMergedAnnotationInvocationHandler$$Lambda+0x0000000030256138
instanceKlass  @bci org/springframework/core/annotation/SynthesizedMergedAnnotationInvocationHandler getAttributeValue (Ljava/lang/reflect/Method;)Ljava/lang/Object; 10 <appendix> member <vmtarget> ; # org/springframework/core/annotation/SynthesizedMergedAnnotationInvocationHandler$$Lambda+0x0000000030255ee8
instanceKlass org/springframework/core/annotation/SynthesizedMergedAnnotationInvocationHandler
instanceKlass org/springframework/security/config/annotation/method/configuration/MethodSecurityAspectJAutoProxyRegistrar
instanceKlass org/springframework/security/config/annotation/method/configuration/MethodSecurityAdvisorRegistrar
instanceKlass org/springframework/context/annotation/AutoProxyRegistrar
instanceKlass org/springframework/context/annotation/AdviceModeImportSelector
instanceKlass com/fasterxml/jackson/core/TSFBuilder
instanceKlass com/fasterxml/jackson/core/SerializableString
instanceKlass com/fasterxml/jackson/databind/introspect/AccessorNamingStrategy
instanceKlass com/fasterxml/jackson/core/Base64Variant
instanceKlass com/fasterxml/jackson/core/Base64Variants
instanceKlass jakarta/servlet/GenericServlet
instanceKlass jakarta/servlet/ServletConfig
instanceKlass java/text/DigitList
instanceKlass java/text/FieldPosition
instanceKlass java/text/DecimalFormatSymbols
instanceKlass org/springframework/context/annotation/ConfigurationMethod
instanceKlass java/text/DateFormatSymbols
instanceKlass sun/util/calendar/CalendarUtils
instanceKlass sun/util/calendar/CalendarDate
instanceKlass sun/util/resources/Bundles$CacheKeyReference
instanceKlass java/util/ResourceBundle$ResourceBundleProviderHelper
instanceKlass  @bci sun/util/cldr/CLDRLocaleProviderAdapter applyAliases (Ljava/util/Locale;)Ljava/util/Locale; 4 <appendix> argL0 ; # sun/util/cldr/CLDRLocaleProviderAdapter$$Lambda+0x800000060
instanceKlass sun/util/resources/Bundles$CacheKey
instanceKlass java/util/ResourceBundle$3
instanceKlass java/util/ResourceBundle$1
instanceKlass jdk/internal/access/JavaUtilResourceBundleAccess
instanceKlass sun/util/resources/Bundles
instanceKlass sun/util/resources/LocaleData$LocaleDataStrategy
instanceKlass sun/util/resources/Bundles$Strategy
instanceKlass sun/util/resources/LocaleData
instanceKlass sun/util/locale/provider/LocaleResources
instanceKlass  @bci org/springframework/core/type/AnnotationMetadata getAnnotationTypes ()Ljava/util/Set; 31 <appendix> argL0 ; # org/springframework/core/type/AnnotationMetadata$$Lambda+0x000000003024ec90
instanceKlass  @bci org/springframework/core/type/AnnotationMetadata getAnnotationTypes ()Ljava/util/Set; 21 <appendix> argL0 ; # org/springframework/core/type/AnnotationMetadata$$Lambda+0x000000003024ea48
instanceKlass  @bci org/springframework/core/type/AnnotationMetadata getAnnotationTypes ()Ljava/util/Set; 11 <appendix> argL0 ; # org/springframework/core/type/AnnotationMetadata$$Lambda+0x000000003024e7f0
instanceKlass org/springframework/core/annotation/MergedAnnotationsCollection$AnnotationsSpliterator
instanceKlass org/springframework/transaction/annotation/Transactional
instanceKlass  @bci sun/util/locale/provider/LocaleProviderAdapter toLocaleArray (Ljava/util/Set;)[Ljava/util/Locale; 21 <appendix> argL0 ; # sun/util/locale/provider/LocaleProviderAdapter$$Lambda+0x800000063
instanceKlass org/springframework/stereotype/Service
instanceKlass  @bci sun/util/locale/provider/LocaleProviderAdapter toLocaleArray (Ljava/util/Set;)[Ljava/util/Locale; 6 <appendix> argL0 ; # sun/util/locale/provider/LocaleProviderAdapter$$Lambda+0x800000061
instanceKlass  @bci java/util/ResourceBundle$Control getCandidateLocales (Ljava/lang/String;Ljava/util/Locale;)Ljava/util/List; 23 <appendix> argL0 ; # java/util/ResourceBundle$Control$$Lambda+0x800000021
instanceKlass sun/util/locale/provider/CalendarDataUtility$CalendarWeekParameterGetter
instanceKlass sun/util/locale/provider/LocaleServiceProviderPool$LocalizedObjectGetter
instanceKlass sun/util/locale/provider/LocaleServiceProviderPool
instanceKlass java/util/Locale$Builder
instanceKlass sun/util/locale/provider/CalendarDataUtility
instanceKlass java/util/Calendar$Builder
instanceKlass jakarta/persistence/UniqueConstraint
instanceKlass jakarta/persistence/Index
instanceKlass jakarta/persistence/Table
instanceKlass jakarta/persistence/Entity
instanceKlass sun/util/locale/provider/AvailableLanguageTags
instanceKlass sun/util/resources/cldr/provider/CLDRLocaleDataMetaInfo
instanceKlass jdk/internal/util/ReferencedKeyMap$1
instanceKlass sun/util/locale/InternalLocaleBuilder$CaseInsensitiveChar
instanceKlass sun/util/locale/InternalLocaleBuilder
instanceKlass sun/util/locale/StringTokenIterator
instanceKlass java/text/ParsePosition
instanceKlass sun/util/cldr/CLDRBaseLocaleDataMetaInfo
instanceKlass sun/util/locale/provider/LocaleDataMetaInfo
instanceKlass sun/util/locale/provider/ResourceBundleBasedAdapter
instanceKlass sun/util/locale/provider/LocaleProviderAdapter
instanceKlass java/util/spi/LocaleServiceProvider
instanceKlass java/text/AttributedCharacterIterator$Attribute
instanceKlass com/fasterxml/jackson/databind/type/TypeBindings
instanceKlass com/fasterxml/jackson/databind/type/TypeParser
instanceKlass org/springframework/web/bind/annotation/PatchMapping
instanceKlass org/springframework/web/bind/annotation/PutMapping
instanceKlass org/springframework/security/access/prepost/PreAuthorize
instanceKlass com/fasterxml/jackson/databind/type/TypeFactory
instanceKlass com/fasterxml/jackson/databind/cfg/BaseSettings
instanceKlass java/util/concurrent/atomic/AtomicLongArray
instanceKlass org/springframework/web/bind/annotation/GetMapping
instanceKlass java/util/concurrent/ConcurrentLinkedQueue$Node
instanceKlass com/fasterxml/jackson/databind/util/internal/Linked
instanceKlass org/springframework/http/HttpMethod
instanceKlass com/fasterxml/jackson/databind/util/internal/PrivateMaxEntriesMap$Builder
instanceKlass org/springframework/web/bind/annotation/PostMapping
instanceKlass com/fasterxml/jackson/databind/util/LRUMap
instanceKlass com/fasterxml/jackson/databind/util/LookupCache
instanceKlass java/beans/ConstructorProperties
instanceKlass java/beans/Transient
instanceKlass com/fasterxml/jackson/databind/util/ClassUtil$Ctor
instanceKlass com/fasterxml/jackson/databind/util/ClassUtil
instanceKlass org/springframework/web/bind/annotation/ControllerMappingReflectiveProcessor
instanceKlass org/springframework/aot/hint/annotation/SimpleReflectiveProcessor
instanceKlass org/springframework/aot/hint/annotation/ReflectiveProcessor
instanceKlass org/springframework/aot/hint/annotation/Reflective
instanceKlass com/fasterxml/jackson/databind/ext/Java7Support
instanceKlass com/fasterxml/jackson/annotation/JsonMerge
instanceKlass com/fasterxml/jackson/databind/annotation/JsonDeserialize
instanceKlass org/springframework/web/bind/annotation/Mapping
instanceKlass com/fasterxml/jackson/annotation/JsonManagedReference
instanceKlass com/fasterxml/jackson/annotation/JsonBackReference
instanceKlass com/fasterxml/jackson/annotation/JsonUnwrapped
instanceKlass com/fasterxml/jackson/annotation/JsonRawValue
instanceKlass com/fasterxml/jackson/annotation/JsonTypeInfo
instanceKlass com/fasterxml/jackson/annotation/JsonFormat
instanceKlass com/fasterxml/jackson/annotation/JsonView
instanceKlass com/fasterxml/jackson/databind/annotation/JsonSerialize
instanceKlass org/springframework/web/bind/annotation/RequestMapping
instanceKlass com/fasterxml/jackson/databind/introspect/ConcreteBeanPropertyBase
instanceKlass com/fasterxml/jackson/databind/BeanProperty
instanceKlass com/fasterxml/jackson/databind/introspect/BeanPropertyDefinition
instanceKlass com/fasterxml/jackson/databind/util/Named
instanceKlass org/springframework/web/bind/annotation/ResponseBody
instanceKlass com/fasterxml/jackson/databind/introspect/TypeResolutionContext
instanceKlass com/fasterxml/jackson/databind/introspect/Annotated
instanceKlass org/springframework/stereotype/Controller
instanceKlass org/springframework/web/bind/annotation/RestController
instanceKlass com/fasterxml/jackson/databind/jsontype/TypeResolverBuilder
instanceKlass com/fasterxml/jackson/databind/JsonSerializable$Base
instanceKlass com/fasterxml/jackson/core/JsonParser
instanceKlass org/springframework/boot/context/annotation/ImportCandidates
instanceKlass org/springframework/boot/autoconfigure/AutoConfiguration
instanceKlass com/fasterxml/jackson/core/TreeNode
instanceKlass com/fasterxml/jackson/databind/introspect/VisibilityChecker
instanceKlass org/springframework/context/annotation/Bean
instanceKlass  @bci org/springframework/core/type/classreading/SimpleMethodMetadataReadingVisitor visitAnnotation (Ljava/lang/String;Z)Lorg/springframework/asm/AnnotationVisitor; 19 <appendix> member <vmtarget> ; # org/springframework/core/type/classreading/SimpleMethodMetadataReadingVisitor$$Lambda+0x00000000302373f8
instanceKlass org/springframework/security/config/annotation/method/configuration/MethodSecuritySelector
instanceKlass com/fasterxml/jackson/databind/JsonSerializable
instanceKlass com/fasterxml/jackson/core/type/ResolvedType
instanceKlass com/fasterxml/jackson/databind/Module$SetupContext
instanceKlass org/springframework/security/config/annotation/method/configuration/EnableMethodSecurity
instanceKlass com/fasterxml/jackson/databind/introspect/ClassIntrospector
instanceKlass org/springframework/security/config/annotation/authentication/configuration/AuthenticationConfiguration
instanceKlass com/fasterxml/jackson/databind/jsontype/PolymorphicTypeValidator
instanceKlass com/fasterxml/jackson/databind/introspect/AccessorNamingStrategy$Provider
instanceKlass com/fasterxml/jackson/databind/AnnotationIntrospector
instanceKlass org/springframework/security/config/annotation/authentication/configuration/EnableGlobalAuthentication
instanceKlass com/fasterxml/jackson/databind/ser/SerializerFactory
instanceKlass com/fasterxml/jackson/databind/deser/DeserializerFactory
instanceKlass org/springframework/security/config/annotation/web/configuration/HttpSecurityConfiguration
instanceKlass com/fasterxml/jackson/databind/DatabindContext
instanceKlass org/springframework/security/config/annotation/web/configuration/OAuth2ImportSelector
instanceKlass com/fasterxml/jackson/databind/jsontype/SubtypeResolver
instanceKlass org/springframework/security/config/annotation/web/configuration/SpringWebMvcImportSelector
instanceKlass com/fasterxml/jackson/core/TokenStreamFactory
instanceKlass org/springframework/security/config/annotation/web/configuration/WebSecurityConfiguration
instanceKlass org/springframework/context/annotation/ImportAware
instanceKlass java/text/Format
instanceKlass org/springframework/security/config/annotation/web/configuration/EnableWebSecurity
instanceKlass com/fasterxml/jackson/databind/cfg/HandlerInstantiator
instanceKlass  @bci org/springframework/core/type/AnnotationMetadata hasMetaAnnotation (Ljava/lang/String;)Z 7 <appendix> argL0 ; # org/springframework/core/type/AnnotationMetadata$$Lambda+0x000000003022d6e8
instanceKlass com/fasterxml/jackson/databind/Module
instanceKlass org/springframework/core/type/classreading/SimpleAnnotationMetadata
instanceKlass org/springframework/http/converter/json/Jackson2ObjectMapperBuilder
instanceKlass org/springframework/core/type/classreading/SimpleMethodMetadataReadingVisitor$Source
instanceKlass org/springframework/core/annotation/MergedAnnotationsCollection
instanceKlass com/fasterxml/jackson/core/PrettyPrinter
instanceKlass com/fasterxml/jackson/core/util/DefaultPrettyPrinter$Indenter
instanceKlass  @bci org/springframework/core/type/classreading/SimpleAnnotationMetadataReadingVisitor visitMethod (ILjava/lang/String;Ljava/lang/String;Ljava/lang/String;[Ljava/lang/String;)Lorg/springframework/asm/MethodVisitor; 43 <appendix> member <vmtarget> ; # org/springframework/core/type/classreading/SimpleAnnotationMetadataReadingVisitor$$Lambda+0x000000003022aa00
instanceKlass org/springframework/core/type/classreading/SimpleMethodMetadata
instanceKlass org/springframework/core/type/MethodMetadata
instanceKlass org/springframework/http/converter/GenericHttpMessageConverter
instanceKlass  @bci javax/xml/transform/FactoryFinder newInstance (Ljava/lang/Class;Ljava/lang/String;Ljava/lang/ClassLoader;Z)Ljava/lang/Object; 83 <appendix> member <vmtarget> ; # javax/xml/transform/FactoryFinder$$Lambda+0x000000003016a1a8
instanceKlass  @bci org/springframework/core/type/classreading/MergedAnnotationReadingVisitor visitArray (Ljava/lang/String;)Lorg/springframework/asm/AnnotationVisitor; 7 <appendix> member <vmtarget> ; # org/springframework/core/type/classreading/MergedAnnotationReadingVisitor$$Lambda+0x00000000302295d0
instanceKlass jdk/xml/internal/JdkProperty
instanceKlass  @bci org/springframework/core/annotation/TypeMappedAnnotation of (Ljava/lang/ClassLoader;Ljava/lang/Object;Ljava/lang/Class;Ljava/util/Map;)Lorg/springframework/core/annotation/MergedAnnotation; 26 <appendix> argL0 ; # org/springframework/core/annotation/TypeMappedAnnotation$$Lambda+0x00000000302293a8
instanceKlass jdk/xml/internal/JdkConstants
instanceKlass javax/xml/catalog/CatalogFeatures$Builder
instanceKlass javax/xml/catalog/CatalogFeatures
instanceKlass org/springframework/asm/Type
instanceKlass jdk/xml/internal/TransformErrorListener
instanceKlass javax/xml/transform/ErrorListener
instanceKlass com/sun/org/apache/xalan/internal/xsltc/compiler/SourceLoader
instanceKlass org/springframework/asm/AnnotationVisitor
instanceKlass  @bci javax/xml/transform/FactoryFinder find (Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/Object; 112 <appendix> member <vmtarget> ; # javax/xml/transform/FactoryFinder$$Lambda+0x0000000030168b20
instanceKlass  @bci org/springframework/core/type/classreading/SimpleAnnotationMetadataReadingVisitor visitAnnotation (Ljava/lang/String;Z)Lorg/springframework/asm/AnnotationVisitor; 19 <appendix> member <vmtarget> ; # org/springframework/core/type/classreading/SimpleAnnotationMetadataReadingVisitor$$Lambda+0x0000000030228870
instanceKlass org/springframework/core/type/classreading/SimpleAnnotationMetadataReadingVisitor$Source
instanceKlass jdk/xml/internal/JdkXmlFeatures
instanceKlass org/springframework/asm/Context
instanceKlass jdk/xml/internal/FeaturePropertyBase
instanceKlass org/springframework/asm/Attribute
instanceKlass java/util/Collections$UnmodifiableMap$UnmodifiableEntrySet$UnmodifiableEntry
instanceKlass  @bci java/util/Collections$UnmodifiableMap$UnmodifiableEntrySet entryConsumer (Ljava/util/function/Consumer;)Ljava/util/function/Consumer; 1 <appendix> member <vmtarget> ; # java/util/Collections$UnmodifiableMap$UnmodifiableEntrySet$$Lambda+0x00000000301660e8
instanceKlass  @bci java/util/stream/Collectors uniqKeysMapMerger ()Ljava/util/function/BinaryOperator; 0 <appendix> argL0 ; # java/util/stream/Collectors$$Lambda+0x0000000030165e98
instanceKlass  @bci java/util/stream/Collectors uniqKeysMapAccumulator (Ljava/util/function/Function;Ljava/util/function/Function;)Ljava/util/function/BiConsumer; 2 <appendix> member <vmtarget> ; # java/util/stream/Collectors$$Lambda+0x0000000030165c58
instanceKlass org/springframework/asm/ClassReader
instanceKlass  @bci java/util/stream/Collectors toMap (Ljava/util/function/Function;Ljava/util/function/Function;)Ljava/util/stream/Collector; 4 <appendix> argL0 ; # java/util/stream/Collectors$$Lambda+0x0000000030165a30
instanceKlass  @bci jdk/xml/internal/XMLSecurityManager$StringMapper <init> (Ljava/util/Map;)V 30 <appendix> argL0 ; # jdk/xml/internal/XMLSecurityManager$StringMapper$$Lambda+0x00000000301657e8
instanceKlass  @bci jdk/xml/internal/XMLSecurityManager$StringMapper <init> (Ljava/util/Map;)V 25 <appendix> argL0 ; # jdk/xml/internal/XMLSecurityManager$StringMapper$$Lambda+0x00000000301655a0
instanceKlass java/util/Collections$UnmodifiableMap$UnmodifiableEntrySet$UnmodifiableEntrySetSpliterator
instanceKlass jdk/xml/internal/XMLSecurityManager$ValueMapper
instanceKlass jdk/xml/internal/XMLSecurityManager
instanceKlass org/springframework/asm/MethodVisitor
instanceKlass jdk/xml/internal/JdkXmlConfig
instanceKlass jdk/xml/internal/SecuritySupport
instanceKlass  @bci javax/xml/transform/FactoryFinder find (Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/Object; 24 <appendix> member <vmtarget> ; # javax/xml/transform/FactoryFinder$$Lambda+0x0000000030163b48
instanceKlass org/springframework/asm/ClassVisitor
instanceKlass javax/xml/transform/FactoryFinder
instanceKlass javax/xml/transform/TransformerFactory
instanceKlass org/springframework/core/type/classreading/SimpleMetadataReader
instanceKlass  @bci org/springframework/http/converter/xml/Jaxb2RootElementHttpMessageConverter <clinit> ()V 0 <appendix> argL0 ; # org/springframework/http/converter/xml/Jaxb2RootElementHttpMessageConverter$$Lambda+0x0000000030226c50
instanceKlass javax/xml/transform/Result
instanceKlass  @bci java/util/regex/Pattern ALL ()Ljava/util/regex/Pattern$CharPredicate; 0 <appendix> argL0 ; # java/util/regex/Pattern$$Lambda+0x0000000030163258
instanceKlass org/springframework/util/AntPathMatcher$AntPathStringMatcher
instanceKlass java/util/StringTokenizer
instanceKlass org/springframework/boot/loader/jar/NestedJarFile$JarEntriesEnumeration
instanceKlass org/apache/commons/logging/impl/NoOpLog
instanceKlass  @bci org/springframework/core/io/support/PathMatchingResourcePatternResolver findAllModulePathResources (Ljava/lang/String;)Ljava/util/Set; 52 <appendix> member <vmtarget> ; # org/springframework/core/io/support/PathMatchingResourcePatternResolver$$Lambda+0x0000000030224b50
instanceKlass org/springframework/core/log/CompositeLog
instanceKlass org/springframework/core/log/LogDelegateFactory
instanceKlass  @bci org/springframework/core/io/support/PathMatchingResourcePatternResolver findAllModulePathResources (Ljava/lang/String;)Ljava/util/Set; 85 <appendix> member <vmtarget> ; # org/springframework/core/io/support/PathMatchingResourcePatternResolver$$Lambda+0x0000000030224448
instanceKlass org/springframework/http/HttpLogging
instanceKlass org/springframework/http/converter/AbstractHttpMessageConverter
instanceKlass  @bci org/springframework/core/io/support/PathMatchingResourcePatternResolver findAllModulePathResources (Ljava/lang/String;)Ljava/util/Set; 38 <appendix> member <vmtarget> ; # org/springframework/core/io/support/PathMatchingResourcePatternResolver$$Lambda+0x0000000030223408
instanceKlass org/springframework/context/annotation/ParserStrategyUtils
instanceKlass org/springframework/context/annotation/TypeFilterUtils$1
instanceKlass com/google/gson/Gson
instanceKlass org/springframework/context/annotation/TypeFilterUtils
instanceKlass com/fasterxml/jackson/core/JsonGenerator
instanceKlass com/fasterxml/jackson/core/TreeCodec
instanceKlass com/fasterxml/jackson/core/Versioned
instanceKlass  @bci org/springframework/context/annotation/ConfigurationClassParser doProcessConfigurationClass (Lorg/springframework/context/annotation/ConfigurationClass;Lorg/springframework/context/annotation/ConfigurationClassParser$SourceClass;Ljava/util/function/Predicate;)Lorg/springframework/context/annotation/ConfigurationClassParser$SourceClass; 153 <appendix> argL0 ; # org/springframework/context/annotation/ConfigurationClassParser$$Lambda+0x0000000030220f78
instanceKlass jakarta/xml/bind/Binder
instanceKlass  @bci org/springframework/context/annotation/ConfigurationClassParser doProcessConfigurationClass (Lorg/springframework/context/annotation/ConfigurationClass;Lorg/springframework/context/annotation/ConfigurationClassParser$SourceClass;Ljava/util/function/Predicate;)Lorg/springframework/context/annotation/ConfigurationClassParser$SourceClass; 123 <appendix> argL0 ; # org/springframework/context/annotation/ConfigurationClassParser$$Lambda+0x0000000030220aa0
instanceKlass org/springframework/util/MimeType$SpecificityComparator
instanceKlass  @bci java/util/stream/SortedOps$RefSortingSink end ()V 48 <appendix> member <vmtarget> ; # java/util/stream/SortedOps$RefSortingSink$$Lambda+0x0000000030162b60
instanceKlass  @bci org/springframework/core/type/AnnotatedTypeMetadata getMergedRepeatableAnnotationAttributes (Ljava/lang/Class;Ljava/lang/Class;Ljava/util/function/Predicate;ZZ)Ljava/util/Set; 89 <appendix> argL0 ; # org/springframework/core/type/AnnotatedTypeMetadata$$Lambda+0x00000000302202c0
instanceKlass  @bci org/springframework/http/MediaType <clinit> ()V 486 <appendix> argL0 ; # org/springframework/http/MediaType$$Lambda+0x0000000030220000
instanceKlass  @bci org/springframework/core/type/AnnotatedTypeMetadata getMergedRepeatableAnnotationAttributes (Ljava/lang/Class;Ljava/lang/Class;Ljava/util/function/Predicate;ZZ)Ljava/util/Set; 79 <appendix> member <vmtarget> ; # org/springframework/core/type/AnnotatedTypeMetadata$$Lambda+0x0000000030218c00
instanceKlass  @bci org/springframework/core/type/AnnotatedTypeMetadata getMergedRepeatableAnnotationAttributes (Ljava/lang/Class;Ljava/lang/Class;Ljava/util/function/Predicate;ZZ)Ljava/util/Set; 68 <appendix> member <vmtarget> ; # org/springframework/core/type/AnnotatedTypeMetadata$$Lambda+0x0000000030219b88
instanceKlass  @bci org/springframework/util/MimeType <init> (Ljava/lang/String;Ljava/lang/String;Ljava/util/Map;)V 77 <appendix> member <vmtarget> ; # org/springframework/util/MimeType$$Lambda+0x0000000030219948
instanceKlass java/util/stream/SortedOps
instanceKlass java/util/Collections$ReverseComparator2
instanceKlass  @bci java/util/Comparator comparingInt (Ljava/util/function/ToIntFunction;)Ljava/util/Comparator; 6 <appendix> member <vmtarget> ; # java/util/Comparator$$Lambda+0x0000000030161210
instanceKlass org/springframework/util/LinkedCaseInsensitiveMap
instanceKlass  @bci org/springframework/core/type/AnnotatedTypeMetadata reversedMetaDistance ()Ljava/util/Comparator; 0 <appendix> argL0 ; # org/springframework/core/type/AnnotatedTypeMetadata$$Lambda+0x000000003021bbd8
instanceKlass  @bci org/springframework/core/annotation/MergedAnnotationPredicates typeIn ([Ljava/lang/Class;)Ljava/util/function/Predicate; 1 <appendix> member <vmtarget> ; # org/springframework/core/annotation/MergedAnnotationPredicates$$Lambda+0x000000003021b708
instanceKlass org/springframework/core/annotation/MergedAnnotationPredicates
instanceKlass org/springframework/util/MimeType
instanceKlass  @bci org/springframework/core/type/AnnotatedTypeMetadata getMergedRepeatableAnnotationAttributes (Ljava/lang/Class;Ljava/lang/Class;ZZ)Ljava/util/Set; 3 <appendix> argL0 ; # org/springframework/core/type/AnnotatedTypeMetadata$$Lambda+0x000000003021aa68
instanceKlass org/springframework/context/annotation/PropertySources
instanceKlass org/springframework/context/annotation/PropertySource
instanceKlass org/springframework/http/StreamingHttpOutputMessage$Body
instanceKlass org/springframework/http/HttpOutputMessage
instanceKlass org/springframework/http/HttpMessage
instanceKlass org/springframework/http/converter/FormHttpMessageConverter
instanceKlass org/springframework/http/converter/HttpMessageConverter
instanceKlass org/springframework/boot/autoconfigure/BackgroundPreinitializer$MessageConverterInitializer
instanceKlass org/springframework/context/annotation/ConfigurationClass
instanceKlass org/hibernate/validator/internal/engine/validationcontext/ValidatorScopedContext
instanceKlass org/springframework/context/annotation/ComponentScanAnnotationParser
instanceKlass jakarta/validation/groups/Default
instanceKlass org/springframework/core/io/support/DefaultPropertySourceFactory
instanceKlass org/springframework/core/io/support/PropertySourceFactory
instanceKlass org/springframework/core/io/support/PropertySourceProcessor
instanceKlass org/hibernate/validator/internal/engine/valuecontext/ValueContext
instanceKlass org/springframework/context/annotation/PropertySourceRegistry
instanceKlass org/hibernate/validator/internal/engine/validationcontext/BaseBeanValidationContext
instanceKlass org/hibernate/validator/internal/engine/validationcontext/ValidationContext
instanceKlass jakarta/validation/valueextraction/ValueExtractor$ValueReceiver
instanceKlass org/springframework/context/annotation/ConfigurationClassParser$SourceClass
instanceKlass jakarta/validation/Path$Node
instanceKlass org/springframework/context/annotation/ConfigurationClassParser$DeferredImportSelectorHandler
instanceKlass jakarta/validation/Path
instanceKlass org/hibernate/validator/internal/engine/ValidatorImpl
instanceKlass jakarta/validation/executable/ExecutableValidator
instanceKlass  @bci org/springframework/context/annotation/ConfigurationClassParser <clinit> ()V 8 <appendix> argL0 ; # org/springframework/context/annotation/ConfigurationClassParser$$Lambda+0x0000000030216e10
instanceKlass org/springframework/context/annotation/ConfigurationClassParser$DeferredImportSelectorHolder
instanceKlass org/hibernate/validator/group/GroupSequenceProvider
instanceKlass  @bci org/springframework/context/annotation/ConfigurationClassParser <clinit> ()V 0 <appendix> argL0 ; # org/springframework/context/annotation/ConfigurationClassParser$$Lambda+0x0000000030216788
instanceKlass jakarta/validation/GroupSequence
instanceKlass org/springframework/context/annotation/ImportRegistry
instanceKlass org/hibernate/validator/internal/metadata/raw/BeanConfiguration
instanceKlass org/springframework/beans/factory/parsing/Problem
instanceKlass org/springframework/context/annotation/ConfigurationClassParser
instanceKlass  @bci org/springframework/context/annotation/ConfigurationClassPostProcessor processConfigBeanDefinitions (Lorg/springframework/beans/factory/support/BeanDefinitionRegistry;)V 141 <appendix> argL0 ; # org/springframework/context/annotation/ConfigurationClassPostProcessor$$Lambda+0x00000000302157a0
instanceKlass org/hibernate/validator/internal/util/privilegedactions/GetDeclaredConstructors
instanceKlass org/springframework/aop/framework/AopInfrastructureBean
instanceKlass  @bci org/springframework/context/support/PostProcessorRegistrationDelegate invokeBeanDefinitionRegistryPostProcessors (Ljava/util/Collection;Lorg/springframework/beans/factory/support/BeanDefinitionRegistry;Lorg/springframework/core/metrics/ApplicationStartup;)V 44 <appendix> member <vmtarget> ; # org/springframework/context/support/PostProcessorRegistrationDelegate$$Lambda+0x0000000030215138
instanceKlass  @bci sun/reflect/generics/reflectiveObjects/TypeVariableImpl getGenericDeclaration ()Ljava/lang/reflect/GenericDeclaration; 60 <appendix> member <vmtarget> ; # sun/reflect/generics/reflectiveObjects/TypeVariableImpl$$TypeSwitch+0x0000000030161000
# instanceKlass java/lang/invoke/LambdaForm$MH+0x0000000030218800
instanceKlass java/lang/classfile/instruction/SwitchCase
# instanceKlass java/lang/invoke/LambdaForm$MH+0x0000000030218400
instanceKlass  @bci java/lang/runtime/SwitchBootstraps generateTypeSwitchSkeleton (Ljava/lang/Class;[Ljava/lang/Object;Ljava/util/List;Ljava/util/List;)Ljava/util/function/Consumer; 45 <appendix> member <vmtarget> ; # java/lang/runtime/SwitchBootstraps$$Lambda+0x80000001d
# instanceKlass java/lang/invoke/LambdaForm$MH+0x0000000030218000
